Date,Open,High,Low,Close,Volume,Ticker
2022-10-03,2600.0,2635.0,2560.0,2585.0,58000,9824
2022-10-04,2625.0,2675.0,2600.0,2650.0,64000,9824
2022-10-05,2680.0,2725.0,2680.0,2680.0,40600,9824
2022-10-06,2705.0,2860.0,2705.0,2795.0,58800,9824
2022-10-07,2765.0,2845.0,2765.0,2795.0,220000,9824
2022-10-11,2765.0,2810.0,2720.0,2725.0,67200,9824
2022-10-12,2705.0,2755.0,2685.0,2695.0,36200,9824
2022-10-13,2695.0,2700.0,2650.0,2665.0,43800,9824
2022-10-14,2715.0,2780.0,2710.0,2775.0,165400,9824
2022-10-17,2725.0,2755.0,2715.0,2715.0,53800,9824
2022-10-18,2735.0,2765.0,2735.0,2745.0,33200,9824
2022-10-19,2750.0,2770.0,2745.0,2760.0,39800,9824
2022-10-20,2710.0,2780.0,2710.0,2760.0,50000,9824
2022-10-21,2760.0,2775.0,2720.0,2720.0,55200,9824
2022-10-24,2770.0,2770.0,2715.0,2715.0,49000,9824
2022-10-25,2720.0,2730.0,2700.0,2715.0,36000,9824
2022-10-26,2720.0,2725.0,2700.0,2720.0,38600,9824
2022-10-27,2700.0,2750.0,2685.0,2725.0,361200,9824
2022-10-28,2679.0,2765.0,2603.0,2746.0,238600,9824
2022-10-31,2739.0,2743.0,2685.0,2696.0,53600,9824
2022-11-01,2693.0,2753.0,2687.0,2743.0,39400,9824
2022-11-02,2750.0,2789.0,2744.0,2744.0,35400,9824
2022-11-04,2763.0,2763.0,2669.0,2701.0,27400,9824
2022-11-07,2720.0,2775.0,2691.0,2767.0,26400,9824
2022-11-08,2770.0,2770.0,2728.0,2742.0,29500,9824
2022-11-09,2726.0,2764.0,2680.0,2691.0,37400,9824
2022-11-10,2669.0,2679.0,2615.0,2621.0,36800,9824
2022-11-11,2671.0,2715.0,2647.0,2690.0,40500,9824
2022-11-14,2622.0,2637.0,2564.0,2592.0,46600,9824
2022-11-15,2603.0,2622.0,2588.0,2621.0,30000,9824
2022-11-16,2620.0,2655.0,2604.0,2641.0,34900,9824
2022-11-17,2633.0,2633.0,2601.0,2608.0,22900,9824
2022-11-18,2640.0,2669.0,2631.0,2652.0,19900,9824
2022-11-21,2680.0,2694.0,2649.0,2665.0,21800,9824
2022-11-22,2674.0,2726.0,2674.0,2722.0,35800,9824
2022-11-24,2740.0,2813.0,2740.0,2802.0,39600,9824
2022-11-25,2833.0,2833.0,2801.0,2808.0,18000,9824
2022-11-28,2808.0,2808.0,2764.0,2795.0,17200,9824
2022-11-29,2765.0,2781.0,2754.0,2779.0,21300,9824
2022-11-30,2779.0,2818.0,2773.0,2788.0,23300,9824
2022-12-01,2787.0,2806.0,2770.0,2796.0,25400,9824
2022-12-02,2750.0,2750.0,2668.0,2702.0,50500,9824
2022-12-05,2707.0,2732.0,2684.0,2703.0,24200,9824
2022-12-06,2690.0,2817.0,2689.0,2764.0,103700,9824
2022-12-07,2773.0,2890.0,2773.0,2887.0,99300,9824
2022-12-08,2890.0,2997.0,2783.0,2919.0,203700,9824
2022-12-09,2880.0,2926.0,2842.0,2917.0,95300,9824
2022-12-12,2925.0,3060.0,2911.0,3025.0,70900,9824
2022-12-13,3070.0,3175.0,3060.0,3125.0,65900,9824
2022-12-14,3150.0,3205.0,3135.0,3195.0,64900,9824
2022-12-15,3195.0,3280.0,3195.0,3275.0,52400,9824
2022-12-16,3200.0,3295.0,3170.0,3245.0,64400,9824
2022-12-19,3210.0,3310.0,3210.0,3265.0,39300,9824
2022-12-20,3265.0,3290.0,3160.0,3195.0,78900,9824
2022-12-21,3190.0,3195.0,3100.0,3125.0,40600,9824
2022-12-22,3155.0,3190.0,3135.0,3155.0,36500,9824
2022-12-23,3190.0,3210.0,3145.0,3170.0,33700,9824
2022-12-26,3180.0,3275.0,3180.0,3260.0,29600,9824
2022-12-27,3285.0,3400.0,3285.0,3385.0,45100,9824
2022-12-28,3335.0,3380.0,3270.0,3280.0,30000,9824
2022-12-29,3210.0,3295.0,3200.0,3295.0,18800,9824
2022-12-30,3335.0,3375.0,3315.0,3320.0,19900,9824
