Date,Open,High,Low,Close,Volume,Ticker
2022-10-03,960.0,978.0,960.0,973.0,50000,6364
2022-10-04,993.0,993.0,979.0,989.0,38800,6364
2022-10-05,1002.0,1008.0,987.0,988.0,23100,6364
2022-10-06,998.0,1012.0,998.0,1009.0,27300,6364
2022-10-07,1000.0,1009.0,995.0,1005.0,17000,6364
2022-10-11,1006.0,1024.0,1001.0,1010.0,44300,6364
2022-10-12,1000.0,1015.0,1000.0,1010.0,33800,6364
2022-10-13,1010.0,1015.0,1004.0,1005.0,20500,6364
2022-10-14,1024.0,1049.0,1019.0,1047.0,74000,6364
2022-10-17,1047.0,1066.0,1031.0,1052.0,70100,6364
2022-10-18,1065.0,1065.0,1040.0,1050.0,62100,6364
2022-10-19,1050.0,1060.0,1046.0,1060.0,48400,6364
2022-10-20,1050.0,1058.0,1048.0,1050.0,29600,6364
2022-10-21,1036.0,1054.0,1034.0,1050.0,52400,6364
2022-10-24,1055.0,1063.0,1050.0,1050.0,35500,6364
2022-10-25,1063.0,1063.0,1043.0,1056.0,46700,6364
2022-10-26,1059.0,1070.0,1056.0,1070.0,21900,6364
2022-10-27,1065.0,1068.0,1055.0,1065.0,23000,6364
2022-10-28,1052.0,1115.0,1052.0,1080.0,240000,6364
2022-10-31,1110.0,1133.0,1103.0,1120.0,67700,6364
2022-11-01,1120.0,1121.0,1095.0,1100.0,43800,6364
2022-11-02,1100.0,1108.0,1089.0,1100.0,117800,6364
2022-11-04,1100.0,1116.0,1098.0,1115.0,70700,6364
2022-11-07,1130.0,1144.0,1101.0,1112.0,205200,6364
2022-11-08,1120.0,1136.0,1116.0,1125.0,91200,6364
2022-11-09,1126.0,1157.0,1125.0,1157.0,94500,6364
2022-11-10,1150.0,1165.0,1141.0,1152.0,51800,6364
2022-11-11,1170.0,1177.0,1163.0,1174.0,53700,6364
2022-11-14,1171.0,1179.0,1161.0,1162.0,67100,6364
2022-11-15,1162.0,1184.0,1157.0,1183.0,97700,6364
2022-11-16,1187.0,1195.0,1167.0,1172.0,59400,6364
2022-11-17,1163.0,1170.0,1152.0,1161.0,28600,6364
2022-11-18,1168.0,1174.0,1147.0,1147.0,37400,6364
2022-11-21,1147.0,1161.0,1147.0,1160.0,45800,6364
2022-11-22,1170.0,1171.0,1156.0,1157.0,51900,6364
2022-11-24,1166.0,1172.0,1160.0,1166.0,50200,6364
2022-11-25,1175.0,1189.0,1166.0,1186.0,57100,6364
2022-11-28,1188.0,1188.0,1163.0,1163.0,20600,6364
2022-11-29,1145.0,1161.0,1133.0,1156.0,35700,6364
2022-11-30,1144.0,1163.0,1144.0,1153.0,30100,6364
2022-12-01,1152.0,1152.0,1130.0,1140.0,31900,6364
2022-12-02,1124.0,1138.0,1121.0,1130.0,64900,6364
2022-12-05,1127.0,1130.0,1095.0,1105.0,39300,6364
2022-12-06,1100.0,1119.0,1100.0,1113.0,39300,6364
2022-12-07,1099.0,1118.0,1099.0,1110.0,30500,6364
2022-12-08,1113.0,1123.0,1109.0,1121.0,36600,6364
2022-12-09,1119.0,1157.0,1118.0,1151.0,52800,6364
2022-12-12,1156.0,1167.0,1149.0,1159.0,26200,6364
2022-12-13,1165.0,1185.0,1164.0,1165.0,48600,6364
2022-12-14,1165.0,1198.0,1163.0,1192.0,69700,6364
2022-12-15,1192.0,1194.0,1181.0,1186.0,34400,6364
2022-12-16,1190.0,1208.0,1190.0,1203.0,102900,6364
2022-12-19,1232.0,1279.0,1232.0,1267.0,154600,6364
2022-12-20,1278.0,1313.0,1257.0,1266.0,291700,6364
2022-12-21,1286.0,1286.0,1210.0,1218.0,123500,6364
2022-12-22,1230.0,1264.0,1230.0,1241.0,89700,6364
2022-12-23,1225.0,1245.0,1220.0,1239.0,44000,6364
2022-12-26,1250.0,1264.0,1230.0,1241.0,30700,6364
2022-12-27,1250.0,1269.0,1249.0,1263.0,19200,6364
2022-12-28,1275.0,1306.0,1272.0,1298.0,57500,6364
2022-12-29,1297.0,1310.0,1283.0,1310.0,49500,6364
2022-12-30,1311.0,1334.0,1310.0,1320.0,44900,6364
