Date,Open,High,Low,Close,Volume,MA,Drop,Stagnation,Recovery
2022-12-30,1689.0,1782.0,1688.0,1726.0,40900,,False,False,False
2023-01-04,1713.0,1737.0,1664.0,1680.0,36300,,False,False,False
2023-01-05,1711.0,1711.0,1596.0,1599.0,49700,,False,False,False
2023-01-06,1576.0,1635.0,1550.0,1612.0,24100,,False,False,False
2023-01-10,1650.0,1699.0,1650.0,1670.0,24800,,False,False,False
2023-01-11,1673.0,1699.0,1656.0,1696.0,20500,,False,False,False
2023-01-12,1696.0,1696.0,1615.0,1634.0,18800,1659.5714285714287,False,False,False
2023-01-13,1649.0,1695.0,1610.0,1670.0,60300,1651.5714285714287,False,False,False
2023-01-16,2069.0,2070.0,1971.0,1996.0,817500,1696.7142857142858,False,False,False
2023-01-17,1996.0,2063.0,1921.0,2019.0,323000,1756.7142857142858,False,False,False
2023-01-18,2044.0,2061.0,1999.0,2035.0,137400,1817.142857142857,False,False,False
2023-01-19,2020.0,2090.0,2005.0,2027.0,140200,1868.142857142857,False,False,False
2023-01-20,2003.0,2075.0,1989.0,2070.0,112700,1921.5714285714287,False,False,False
2023-01-23,2090.0,2110.0,2044.0,2064.0,88100,1983.0,False,False,False
2023-01-24,2060.0,2079.0,2002.0,2010.0,101400,2031.5714285714287,False,False,False
2023-01-25,1999.0,2051.0,1989.0,2045.0,51100,2038.5714285714287,False,False,False
2023-01-26,2031.0,2070.0,2012.0,2053.0,47600,2043.4285714285713,False,False,False
2023-01-27,2064.0,2162.0,2038.0,2124.0,131000,2056.1428571428573,False,False,False
2023-01-30,2100.0,2150.0,2075.0,2101.0,73200,2066.714285714286,False,False,False
2023-01-31,2101.0,2155.0,2090.0,2150.0,41200,2078.1428571428573,False,False,False
2023-02-01,2160.0,2198.0,2125.0,2142.0,45500,2089.285714285714,False,False,False
2023-02-02,2140.0,2272.0,2127.0,2253.0,49700,2124.0,False,False,False
2023-02-03,2244.0,2390.0,2223.0,2229.0,79300,2150.285714285714,False,False,False
2023-02-06,2279.0,2279.0,2184.0,2191.0,33200,2170.0,False,False,False
2023-02-07,2177.0,2308.0,2177.0,2257.0,32600,2189.0,False,False,False
2023-02-08,2256.0,2272.0,2218.0,2233.0,26100,2207.8571428571427,False,False,False
2023-02-09,2233.0,2264.0,2116.0,2145.0,55800,2207.1428571428573,False,False,False
2023-02-10,2175.0,2175.0,2118.0,2120.0,25400,2204.0,False,False,False
2023-02-13,2108.0,2147.0,2090.0,2117.0,40100,2184.5714285714284,False,False,False
2023-02-14,2113.0,2149.0,2068.0,2092.0,26400,2165.0,False,False,False
2023-02-15,2121.0,2207.0,2083.0,2175.0,42500,2162.714285714286,False,False,False
2023-02-16,2223.0,2285.0,2158.0,2277.0,38400,2165.5714285714284,False,False,False
2023-02-17,2327.0,2443.0,2236.0,2265.0,60600,2170.1428571428573,False,False,False
2023-02-20,2334.0,2566.0,2301.0,2450.0,127200,2213.714285714286,False,False,False
2023-02-21,2455.0,2547.0,2400.0,2401.0,49500,2253.8571428571427,False,False,False
2023-02-22,2387.0,2395.0,2283.0,2323.0,44100,2283.285714285714,False,False,False
2023-02-24,2323.0,2400.0,2323.0,2353.0,21100,2320.5714285714284,False,False,False
2023-02-27,2427.0,2450.0,2287.0,2287.0,19700,2336.5714285714284,False,False,False
2023-02-28,2328.0,2370.0,2286.0,2347.0,21300,2346.5714285714284,False,False,False
2023-03-01,2347.0,2449.0,2347.0,2369.0,29600,2361.4285714285716,False,False,False
2023-03-02,2356.0,2400.0,2327.0,2400.0,15900,2354.285714285714,False,False,False
2023-03-03,2400.0,2605.0,2388.0,2535.0,110500,2373.4285714285716,False,False,False
2023-03-06,2535.0,2603.0,2490.0,2586.0,49500,2411.0,False,False,False
2023-03-07,2542.0,2579.0,2493.0,2529.0,37900,2436.1428571428573,False,False,False
2023-03-08,2491.0,2544.0,2452.0,2527.0,42800,2470.4285714285716,False,False,False
2023-03-09,2540.0,2550.0,2451.0,2550.0,30800,2499.4285714285716,False,False,False
2023-03-10,2540.0,2613.0,2494.0,2508.0,31000,2519.285714285714,False,False,False
2023-03-13,2458.0,2566.0,2420.0,2565.0,34500,2542.8571428571427,False,False,False
2023-03-14,2526.0,2587.0,2478.0,2502.0,37800,2538.1428571428573,False,False,False
2023-03-15,2549.0,2644.0,2519.0,2644.0,74500,2546.4285714285716,False,False,False
2023-03-16,2615.0,2615.0,2479.0,2499.0,84200,2542.1428571428573,False,False,False
2023-03-17,2487.0,2550.0,2405.0,2465.0,63600,2533.285714285714,False,False,False
2023-03-20,2467.0,2512.0,2350.0,2350.0,55600,2504.714285714286,False,False,False
2023-03-22,2407.0,2446.0,2358.0,2377.0,40300,2486.0,False,False,False
2023-03-23,2355.0,2372.0,2313.0,2360.0,38200,2456.714285714286,False,False,False
2023-03-24,2346.0,2347.0,2263.0,2337.0,46900,2433.1428571428573,False,False,False
2023-03-27,2326.0,2387.0,2275.0,2335.0,46700,2389.0,False,False,False
2023-03-28,2351.0,2400.0,2264.0,2288.0,39800,2358.8571428571427,False,False,False
2023-03-29,2266.0,2351.0,2260.0,2348.0,28500,2342.1428571428573,False,False,False
2023-03-30,2359.0,2445.0,2350.0,2434.0,31700,2354.1428571428573,False,False,False
2023-03-31,2470.0,2512.0,2410.0,2464.0,38600,2366.5714285714284,False,False,False
2023-04-03,2445.0,2505.0,2411.0,2482.0,46100,2384.0,False,False,False
2023-04-04,2518.0,2520.0,2426.0,2456.0,32300,2401.0,False,False,False
2023-04-05,2445.0,2452.0,2391.0,2411.0,30500,2411.8571428571427,False,False,False
2023-04-06,2390.0,2431.0,2364.0,2369.0,55200,2423.4285714285716,False,False,False
2023-04-07,2355.0,2372.0,2290.0,2322.0,42300,2419.714285714286,False,False,False
2023-04-10,2352.0,2403.0,2316.0,2322.0,40100,2403.714285714286,False,False,False
2023-04-11,2359.0,2374.0,2310.0,2353.0,64600,2387.8571428571427,False,False,False
2023-04-12,2364.0,2401.0,2303.0,2383.0,99100,2373.714285714286,False,False,False
2023-04-13,2389.0,2447.0,2342.0,2436.0,233100,2370.8571428571427,False,False,False
2023-04-14,1936.0,2005.0,1936.0,1936.0,553500,2303.0,False,False,False
2023-04-17,1900.0,1929.0,1813.0,1871.0,467700,2231.8571428571427,False,False,False
2023-04-18,1855.0,1869.0,1812.0,1823.0,158000,2160.5714285714284,True,False,False
2023-04-19,1845.0,1908.0,1837.0,1902.0,243100,2100.5714285714284,True,False,False
2023-04-20,1926.0,2088.0,1926.0,1980.0,385500,2047.2857142857142,True,False,False
2023-04-21,1980.0,2058.0,1918.0,1933.0,130300,1983.0,True,False,False
2023-04-24,1973.0,2085.0,1950.0,2075.0,240900,1931.4285714285713,True,False,False
2023-04-25,2100.0,2298.0,2100.0,2260.0,545100,1977.7142857142858,True,False,False
2023-04-26,2261.0,2328.0,2205.0,2229.0,155100,2028.857142857143,False,False,False
2023-04-27,2215.0,2230.0,2091.0,2093.0,132000,2067.4285714285716,False,False,False
2023-04-28,2093.0,2140.0,2040.0,2078.0,57900,2092.5714285714284,False,True,False
2023-05-01,2100.0,2100.0,2045.0,2066.0,33600,2104.8571428571427,False,False,False
2023-05-02,2066.0,2135.0,2055.0,2087.0,40400,2126.8571428571427,False,False,False
2023-05-08,2085.0,2148.0,2062.0,2100.0,25300,2130.4285714285716,False,False,False
2023-05-09,2085.0,2097.0,2051.0,2056.0,23200,2101.285714285714,False,False,False
2023-05-10,2056.0,2063.0,1981.0,2019.0,43000,2071.285714285714,False,False,False
2023-05-11,1999.0,2045.0,1965.0,1991.0,37900,2056.714285714286,False,True,False
2023-05-12,1997.0,2005.0,1941.0,1973.0,31900,2041.7142857142858,False,False,False
2023-05-15,1933.0,1955.0,1911.0,1911.0,35500,2019.5714285714287,False,False,False
2023-05-16,1922.0,2010.0,1860.0,1988.0,51100,2005.4285714285713,False,False,False
2023-05-17,2003.0,2170.0,1988.0,2148.0,79600,2012.2857142857142,False,False,False
2023-05-18,2175.0,2175.0,2040.0,2040.0,66300,2010.0,False,False,False
2023-05-19,2033.0,2075.0,1988.0,2030.0,20400,2011.5714285714287,False,False,False
2023-05-22,2013.0,2078.0,2013.0,2028.0,22900,2016.857142857143,False,True,False
2023-05-23,2016.0,2054.0,1970.0,1991.0,27700,2019.4285714285713,False,True,False
2023-05-24,1966.0,2034.0,1966.0,2019.0,17000,2034.857142857143,False,True,False
2023-05-25,2019.0,2033.0,1970.0,1970.0,18900,2032.2857142857142,False,True,False
2023-05-26,2000.0,2000.0,1962.0,1966.0,7000,2006.2857142857142,False,True,False
2023-05-29,1960.0,1970.0,1912.0,1922.0,22100,1989.4285714285713,False,True,False
2023-05-30,1930.0,2065.0,1930.0,2026.0,51400,1988.857142857143,False,True,False
2023-05-31,2014.0,2090.0,1989.0,2001.0,31700,1985.0,False,True,False
2023-06-01,2042.0,2170.0,2038.0,2148.0,66400,2007.4285714285713,False,True,False
2023-06-02,2174.0,2227.0,2155.0,2180.0,52600,2030.4285714285713,False,True,False
2023-06-05,2240.0,2240.0,2141.0,2144.0,43900,2055.285714285714,False,True,False
2023-06-06,2144.0,2276.0,2121.0,2201.0,44800,2088.8571428571427,False,False,False
2023-06-07,2248.0,2248.0,2163.0,2203.0,12900,2129.0,False,False,False
2023-06-08,2227.0,2227.0,2173.0,2203.0,15700,2154.285714285714,False,False,False
2023-06-09,2224.0,2257.0,2211.0,2253.0,15400,2190.285714285714,False,False,True
2023-06-12,2296.0,2400.0,2264.0,2395.0,34000,2225.5714285714284,False,False,True
2023-06-13,2443.0,2443.0,2362.0,2410.0,23600,2258.4285714285716,False,False,True
2023-06-14,2400.0,2485.0,2385.0,2472.0,29900,2305.285714285714,False,False,True
2023-06-15,2487.0,2595.0,2450.0,2515.0,41800,2350.1428571428573,False,False,True
2023-06-16,2565.0,2831.0,2527.0,2794.0,71600,2434.5714285714284,False,False,True
2023-06-19,2920.0,2949.0,2711.0,2933.0,59900,2538.8571428571427,False,False,True
2023-06-20,2887.0,3040.0,2869.0,2995.0,47500,2644.8571428571427,False,False,True
2023-06-21,3045.0,3120.0,2971.0,3115.0,41000,2747.714285714286,False,False,True
2023-06-22,3815.0,3815.0,2922.0,3145.0,212800,2852.714285714286,False,False,True
2023-06-23,3215.0,3405.0,3055.0,3075.0,121800,2938.8571428571427,False,False,True
2023-06-26,3090.0,3145.0,2952.0,3025.0,60200,3011.714285714286,False,False,True
2023-06-27,2988.0,2996.0,2852.0,2904.0,78000,3027.4285714285716,False,False,True
