Date,Open,High,Low,Close,Volume,MA,Drop,Stagnation,Recovery
2022-12-16,439.0,473.0,437.0,468.0,599600,,False,False,False
2022-12-19,473.0,490.0,453.0,455.0,706700,,False,False,False
2022-12-20,455.0,477.0,455.0,459.0,386400,,False,False,False
2022-12-21,452.0,455.0,432.0,448.0,294500,,False,False,False
2022-12-22,452.0,463.0,446.0,456.0,143400,,False,False,False
2022-12-23,450.0,455.0,437.0,440.0,195100,,False,False,False
2022-12-26,447.0,457.0,445.0,451.0,109400,453.85714285714283,False,False,False
2022-12-27,457.0,469.0,457.0,465.0,116700,453.42857142857144,False,False,False
2022-12-28,458.0,474.0,455.0,457.0,85500,453.7142857142857,False,False,False
2022-12-29,454.0,460.0,447.0,460.0,99500,453.85714285714283,False,False,False
2022-12-30,461.0,462.0,452.0,455.0,87400,454.85714285714283,False,False,False
2023-01-04,454.0,455.0,443.0,443.0,111800,453.0,False,False,False
2023-01-05,441.0,444.0,435.0,438.0,110200,452.7142857142857,False,False,False
2023-01-06,435.0,447.0,435.0,445.0,58900,451.85714285714283,False,False,False
2023-01-10,448.0,450.0,440.0,442.0,58700,448.57142857142856,False,False,False
2023-01-11,443.0,447.0,439.0,440.0,49700,446.14285714285717,False,False,False
2023-01-12,444.0,444.0,426.0,426.0,141200,441.2857142857143,False,False,False
2023-01-13,424.0,429.0,420.0,424.0,122300,436.85714285714283,False,False,False
2023-01-16,420.0,422.0,413.0,415.0,79100,432.85714285714283,False,False,False
2023-01-17,417.0,427.0,417.0,427.0,95000,431.2857142857143,False,False,False
2023-01-18,435.0,435.0,422.0,430.0,80900,429.14285714285717,False,False,False
2023-01-19,428.0,434.0,423.0,430.0,48000,427.42857142857144,False,False,False
2023-01-20,426.0,430.0,424.0,426.0,56900,425.42857142857144,False,False,False
2023-01-23,439.0,443.0,433.0,438.0,82300,427.14285714285717,False,False,False
2023-01-24,438.0,440.0,435.0,439.0,74200,429.2857142857143,False,False,False
2023-01-25,435.0,441.0,433.0,438.0,77700,432.57142857142856,False,False,False
2023-01-26,438.0,438.0,431.0,436.0,86500,433.85714285714283,False,False,False
2023-01-27,438.0,466.0,435.0,466.0,273100,439.0,False,False,False
2023-01-30,474.0,489.0,472.0,489.0,446200,447.42857142857144,False,False,False
2023-01-31,494.0,504.0,486.0,490.0,287600,456.57142857142856,False,False,False
2023-02-01,496.0,500.0,487.0,490.0,116700,464.0,False,False,False
2023-02-02,494.0,497.0,479.0,479.0,114200,469.7142857142857,False,False,False
2023-02-03,476.0,483.0,475.0,481.0,108300,475.85714285714283,False,False,False
2023-02-06,484.0,488.0,473.0,474.0,90700,481.2857142857143,False,False,False
2023-02-07,478.0,483.0,470.0,480.0,89500,483.2857142857143,False,False,False
2023-02-08,484.0,494.0,484.0,493.0,142700,483.85714285714283,False,False,False
2023-02-09,491.0,497.0,489.0,492.0,102100,484.14285714285717,False,False,False
2023-02-10,497.0,501.0,491.0,495.0,143600,484.85714285714283,False,False,False
2023-02-13,492.0,493.0,481.0,486.0,142000,485.85714285714283,False,False,False
2023-02-14,494.0,512.0,488.0,491.0,266300,487.2857142857143,False,False,False
2023-02-15,491.0,519.0,491.0,518.0,230100,493.57142857142856,False,False,False
2023-02-16,523.0,548.0,517.0,548.0,394300,503.2857142857143,False,False,False
2023-02-17,548.0,551.0,535.0,538.0,207500,509.7142857142857,False,False,False
